N,P,K,temperature,humidity,soil,season,label
33,59,22,22.64236876,21.59396123,Sandy,Winter,kidneybeans
23,59,19,21.98560799,24.87304788,Sandy,Winter,kidneybeans
6,62,22,20.53052663,18.09224048,Sandy,Winter,kidneybeans
25,63,20,15.78601387,21.14544088,Sandy,Winter,kidneybeans
7,79,23,19.6365349,19.68751084,Sandy,Winter,kidneybeans
8,72,17,20.57341244,19.7520218,Sandy,Summer,kidneybeans
27,64,15,20.16080524,24.84207559,Sandy,Monsoon,kidneybeans
28,66,23,21.53989176,24.25386207,Sandy,Winter,kidneybeans
32,57,18,15.53834801,23.75560241,Sandy,Winter,kidneybeans
27,56,22,19.91853092,20.70099804,Sandy,Winter,kidneybeans
17,77,24,20.76952209,18.93146941,Sandy,Winter,kidneybeans
0,65,15,23.46168338,23.22197648,Sandy,Winter,kidneybeans
13,72,21,24.32116642,21.0278674,Sandy,Summer,kidneybeans
34,60,23,20.12574053,24.96969858,Sandy,Winter,kidneybeans
9,80,19,21.80619564,18.57086554,Sandy,Winter,kidneybeans
11,72,20,19.52226241,24.92607153,Sandy,Winter,kidneybeans
3,67,24,17.00067625,19.90790546,Sandy,Winter,kidneybeans
35,69,23,16.78791503,24.96881755,Sandy,Summer,kidneybeans
3,77,25,24.84906168,22.89464642,Sandy,Summer,kidneybeans
23,62,19,16.51783455,20.4555596,Sandy,Winter,kidneybeans
22,71,17,18.15300153,19.38602098,Sandy,Winter,kidneybeans
31,79,25,23.18864385,22.3104551,Sandy,Summer,kidneybeans
34,59,18,23.38002569,21.98879437,Sandy,Summer,kidneybeans
12,63,17,18.358923,19.37703396,Sandy,Monsoon,kidneybeans
27,56,20,19.25975367,20.51346956,Sandy,Winter,kidneybeans
7,63,24,22.95458237,24.03553105,Sandy,Winter,kidneybeans
24,67,22,20.120043,22.89845607,Sandy,Winter,kidneybeans
11,71,24,21.14011423,22.7182355,Sandy,Monsoon,kidneybeans
37,74,15,24.92360104,18.22590825,Sandy,Summer,kidneybeans
25,76,24,15.33042636,24.91506728,Sandy,Monsoon,kidneybeans
34,66,17,18.81097271,21.27833035,Sandy,Winter,kidneybeans
20,69,15,23.44260668,22.77255917,Sandy,Winter,kidneybeans
37,65,16,22.8352024,18.97267518,Sandy,Summer,kidneybeans
18,74,15,24.9035819,22.27512704,Sandy,Monsoon,kidneybeans
4,67,25,23.78709569,24.35679348,Sandy,Winter,kidneybeans
37,56,25,22.05592283,19.60379304,Sandy,Winter,kidneybeans
5,59,15,18.87492997,20.18238348,Sandy,Monsoon,kidneybeans
11,61,21,18.62328774,23.02410338,Sandy,Monsoon,kidneybeans
22,80,20,23.00884744,18.86880997,Sandy,Winter,kidneybeans
12,61,19,19.33162606,24.13995025,Sandy,Summer,kidneybeans
5,74,21,16.24469193,21.35793891,Sandy,Summer,kidneybeans
27,69,22,17.91652287,24.90814655,Sandy,Summer,kidneybeans
31,75,18,15.46789263,21.43780702,Sandy,Summer,kidneybeans
36,68,20,17.06104474,23.77201471,Sandy,Summer,kidneybeans
5,65,16,21.32776028,18.48522915,Sandy,Winter,kidneybeans
32,79,15,23.90910104,20.74619325,Sandy,Summer,kidneybeans
11,78,22,23.89756791,22.74378977,Sandy,Winter,kidneybeans
0,55,22,22.98666928,20.57940608,Sandy,Monsoon,kidneybeans
14,59,15,21.35135729,22.91244883,Sandy,Monsoon,kidneybeans
29,68,23,24.1638445,19.27907819,Sandy,Winter,kidneybeans
32,68,19,24.62835037,18.18325169,Sandy,Monsoon,kidneybeans
17,64,17,21.02213209,24.93896255,Sandy,Winter,kidneybeans
13,69,19,17.30844532,20.01730914,Sandy,Winter,kidneybeans
14,67,22,23.82576704,24.75485098,Sandy,Summer,kidneybeans
9,69,20,19.30607278,23.96362799,Sandy,Winter,kidneybeans
20,73,22,16.03768615,22.33195853,Sandy,Monsoon,kidneybeans
40,78,20,19.18572809,20.83398341,Sandy,Summer,kidneybeans
27,72,23,19.92889503,21.79992115,Sandy,Summer,kidneybeans
14,67,15,19.56376468,24.67385131,Sandy,Monsoon,kidneybeans
7,56,18,18.31357543,24.32991649,Sandy,Summer,kidneybeans
27,65,18,20.10993761,23.22323766,Sandy,Summer,kidneybeans
30,63,16,23.60506572,21.90539577,Sandy,Winter,kidneybeans
37,70,25,19.73136909,24.89487354,Sandy,Summer,kidneybeans
27,63,19,20.93409877,21.1893007,Sandy,Monsoon,kidneybeans
22,60,24,18.78226261,20.24768314,Sandy,Winter,kidneybeans
3,72,24,36.51268371,57.92887167,Loamy,Winter,pigeonpeas
40,59,23,36.89163721,62.73178224,Sandy,Monsoon,pigeonpeas
33,73,23,29.23540524,59.38967583,Sandy,Winter,pigeonpeas
27,57,24,27.33534897,43.35795962,Loamy,Monsoon,pigeonpeas
10,79,18,21.0643684,55.46985938,Sandy,Monsoon,pigeonpeas
30,75,25,30.33276599,42.35249879,Loamy,Monsoon,pigeonpeas
40,70,20,31.80130272,45.03186173,Sandy,Monsoon,pigeonpeas
38,55,19,33.18184225,38.23184742,Sandy,Monsoon,pigeonpeas
35,58,20,29.38538562,63.47742011,Sandy,Winter,pigeonpeas
38,61,21,30.27374995,67.38680755,Sandy,Winter,pigeonpeas
33,58,24,35.45790488,68.75810535,Sandy,Winter,pigeonpeas
16,56,17,33.80020039,40.03262418,Black,Monsoon,pigeonpeas
31,72,17,28.69180475,49.47225353,Sandy,Winter,pigeonpeas
16,80,20,31.24021696,56.67369054,Black,Winter,pigeonpeas
27,72,17,28.98039357,57.23265151,Loamy,Winter,pigeonpeas
40,62,19,27.32198928,34.13737127,Sandy,Winter,pigeonpeas
18,58,16,21.47607807,38.80023714,Sandy,Monsoon,pigeonpeas
3,68,16,18.31910448,34.69776639,Sandy,Winter,pigeonpeas
26,67,24,36.97794384,37.73992903,Sandy,Monsoon,pigeonpeas
16,70,20,24.80467592,40.1242747,Sandy,Winter,pigeonpeas
24,63,19,19.3479443,55.96805489,Sandy,Monsoon,pigeonpeas
9,76,25,28.88302142,50.12323801,Sandy,Monsoon,pigeonpeas
16,55,19,19.54314136,47.19188279,Loamy,Monsoon,pigeonpeas
28,75,21,24.7741949,50.54621094,Loamy,Winter,pigeonpeas
16,71,24,18.33124824,38.40975482,Sandy,Monsoon,pigeonpeas
24,70,21,19.14729038,45.3733757,Sandy,Monsoon,pigeonpeas
38,72,21,28.23416057,49.4421345,Sandy,Monsoon,pigeonpeas
9,66,21,30.11812084,34.13307843,Sandy,Monsoon,pigeonpeas
34,56,17,33.4126864,35.42910045,Sandy,Monsoon,pigeonpeas
1,76,19,24.18553163,46.68746847,Clay,Monsoon,pigeonpeas
6,69,19,26.88630675,41.69617915,Sandy,Winter,pigeonpeas
26,73,21,31.33170829,57.97429171,Sandy,Monsoon,pigeonpeas
27,61,18,33.30711818,67.07780816,Sandy,Winter,pigeonpeas
27,71,23,23.45379018,46.48714759,Black,Monsoon,pigeonpeas
36,61,21,34.53823889,39.04468913,Sandy,Monsoon,pigeonpeas
17,73,18,19.50112224,34.51086611,Sandy,Monsoon,pigeonpeas
26,72,22,28.76794904,37.57792132,Sandy,Winter,pigeonpeas
